timestamp,latitude,longitude,speedMps,Calc_deg_servo_1,Calc_deg_servo_2,roll,pitch,yaw,zigzag_yaw,rpm_prop_1,rpm_prop_2,battery_1,battery_2,mode_auto,x_enu_flat,y_enu_flat,z_enu_flat,X_ecef,Y_ecef,Z_ecef,x_enu_ecef,y_enu_ecef,z_enu_ecef;;;;;;;;;;;;;;;;;;;;;;
3791.714,-7.286663,112.795991,0.05,0.04,-1.2,2.48,0.12,321.77,0,0,0,12.42,12.07,0,0,0,0,-2451390.52697056,5832770.02398425,-803590.591970245,-0,0,0;;;;;;;;;;;;;;;;;;;;;;
3791.814,-7.286664,112.795991,0.04,-0.19,-1.2,2.47,0.13,321.71,0,0,0,12.37,12.06,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3791.914,-7.286664,112.795992,0.08,0.27,-1.02,2.6,0.13,321.67,0,0,0,12.09,11.99,0,0.110296915374152,-0.111194926660101,0,-2451390.6233369,5832769.96826823,-803590.701669242,0.110426418514294,-0.110592140053771,-2.29692694031502e-09;;;;;;;;;;;;;;;;;;;;;;
3792.014,-7.286664,112.795991,0.06,-0.31,-1.56,2.81,0.12,321.64,0,0,0,12.13,12.06,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3792.114,-7.286664,112.795992,0.1,-0.31,-7.02,2.97,0.1,321.6,0,0,0,12.39,12.04,0,0.110296915374152,-0.111194926660101,0,-2451390.6233369,5832769.96826823,-803590.701669242,0.110426418514294,-0.110592140053771,-2.29692694031502e-09;;;;;;;;;;;;;;;;;;;;;;
3792.214,-7.286664,112.795992,0.06,0.45,-1.68,3.02,0.11,321.56,0,0,0,12.02,12.01,0,0.110296915374152,-0.111194926660101,0,-2451390.6233369,5832769.96826823,-803590.701669242,0.110426418514294,-0.110592140053771,-2.29692694031502e-09;;;;;;;;;;;;;;;;;;;;;;
3792.314,-7.286664,112.795991,0.01,0.69,-2.15,2.95,0.12,321.5,0,0,0,12.37,12.05,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3792.414,-7.286664,112.795992,0.03,-0.31,-1.2,2.79,0.13,321.43,0,0,0,12.06,12.02,0,0.110296915374152,-0.111194926660101,0,-2451390.6233369,5832769.96826823,-803590.701669242,0.110426418514294,-0.110592140053771,-2.29692694031502e-09;;;;;;;;;;;;;;;;;;;;;;
3792.514,-7.286664,112.795991,0.01,0.45,-2.33,2.61,0.12,321.36,0,0,0,12.18,12,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3792.614,-7.286664,112.795992,0.01,0.45,-2.57,2.5,0.11,321.3,0,0,0,12.03,12.01,0,0.110296915374152,-0.111194926660101,0,-2451390.6233369,5832769.96826823,-803590.701669242,0.110426418514294,-0.110592140053771,-2.29692694031502e-09;;;;;;;;;;;;;;;;;;;;;;
3792.714,-7.286664,112.795992,0.02,0.75,-1.74,2.52,0.11,321.24,0,0,0,12.26,12.02,0,0.110296915374152,-0.111194926660101,0,-2451390.6233369,5832769.96826823,-803590.701669242,0.110426418514294,-0.110592140053771,-2.29692694031502e-09;;;;;;;;;;;;;;;;;;;;;;
3792.814,-7.286664,112.795991,0.05,0.45,-1.56,2.65,0.11,321.18,0,0,0,12.31,12.07,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3792.914,-7.286664,112.795992,0.01,18.3,0.75,2.82,0.11,321.11,0,0,0,12.12,11.94,0,0.110296915374152,-0.111194926660101,0,-2451390.6233369,5832769.96826823,-803590.701669242,0.110426418514294,-0.110592140053771,-2.29692694031502e-09;;;;;;;;;;;;;;;;;;;;;;
3793.014,-7.286664,112.795991,0.03,32.29,-1.2,2.91,0.12,321.05,0,0,0,12.38,12.04,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3793.114,-7.286664,112.795991,0.04,37.28,-1.74,2.88,0.12,320.99,0,0,0,12.39,12.04,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3793.214,-7.286664,112.795991,0.02,39.19,-1.97,2.77,0.11,320.92,0,0,0,12.12,12.02,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3793.314,-7.286664,112.795991,0.01,39.54,-1.56,2.66,0.11,320.85,0,0,0,12.04,12.02,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3793.414,-7.286664,112.795991,0.03,40.67,-1.2,2.62,0.14,320.77,0,0,0,12.08,12.01,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3793.514,-7.286664,112.795991,0.02,39.96,-1.2,2.63,0.18,320.71,0,0,0,12.25,12.05,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3793.614,-7.286664,112.795991,0.02,40.32,-2.03,2.7,0.19,320.65,0,0,0,12.25,12.02,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3793.714,-7.286664,112.795991,0.06,40.32,-1.97,2.8,0.18,320.58,0,0,0,12.22,12,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3793.814,-7.286664,112.795991,0.03,40.38,-1.14,2.89,0.14,320.53,0,0,0,12.37,12.03,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3793.914,-7.286664,112.795991,0,40.2,-1.56,2.91,0.11,320.47,0,0,0,12.05,12.04,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.014,-7.286664,112.795991,0.01,40.02,-2.15,2.84,0.11,320.39,0,0,0,12.07,12,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.114,-7.286664,112.795991,0.01,40.56,-1.62,2.69,0.12,320.32,0,0,0,12.37,12.05,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.214,-7.286664,112.795991,0.01,40.2,-1.02,2.57,0.12,320.24,0,0,0,12.29,12.05,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.314,-7.286664,112.795991,0.03,40.2,-1.68,2.53,0.12,320.15,0,0,0,12.37,12.03,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.414,-7.286664,112.795991,0.01,39.37,-1.62,2.58,0.13,320.09,0,0,0,12.19,12.01,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.514,-7.286664,112.795991,0.03,40.2,-1.86,2.69,0.15,320.03,0,0,0,12.29,12.02,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.614,-7.286664,112.795991,0.01,40.32,-2.09,2.83,0.17,319.97,0,60,60,12.37,12.02,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.714,-7.286664,112.795991,0.03,39.37,-1.97,2.92,0.23,319.9,0,240,300,12.01,11.99,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.814,-7.286664,112.795991,0.02,39.54,-1.2,2.87,0.29,319.82,0,419,480,12.14,12.05,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3794.914,-7.286664,112.795991,0.04,40.62,-1.56,2.69,0.28,319.74,0,600,660,12.14,12,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3795.014,-7.286664,112.795991,0.02,40.2,-1.86,2.49,0.25,319.65,0,779,839,12.26,12.3,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3795.114,-7.286664,112.795991,0.01,39.48,-1.97,2.43,0.25,319.57,0,960,1079,12.12,12,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3795.214,-7.286664,112.795991,0.05,40.67,-1.2,2.49,0.29,319.47,0,1139,1259,12.42,12.04,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
3795.314,-7.286664,112.795991,0.02,39.37,-1.2,2.63,0.34,319.33,0,1320,1440,12.43,12.05,0,0,-0.111194926660101,0,-2451390.52153586,5832770.01105307,-803590.701669242,-3.02249168401825e-10,-0.110592139966376,-1.61343587795626e-09;;;;;;;;;;;;;;;;;;;;;;
