timestamp;latitude;longitude;speedMps;Calc_deg_servo_1;Calc_deg_servo_2;roll;pitch;yaw;zigzag_yaw;rpm_prop_1;rpm_prop_2;battery_1;battery_2;mode_auto;x_enu_flat;y_enu_flat;z_enu_flat;X_ecef;Y_ecef;Z_ecef;x_enu_ecef;y_enu_ecef;z_enu_ecef,
2.011.031;-7.287.183;112.796.097;0.73;35.8;35.85;6.48;0.44;306.59;0;2220;2159;12.01;10.83;1;-106.987.883.778.935;0.111194926660101;0;-245.139.849.171.813;583.275.876.433.373;-803.647.635.416.313;-107.113.503.866.522;0.110590992456267;-8,
2.011.131;-7.287.183;112.796.096;0.68;35.5;35.62;6.42;0.45;304.84;0;2159;2159;11.97;10.86;1;-108.090.851.650.198;0.111194926660101;0;-245.139.838.991.729;58.327.588.071.187;-803.647.635.416.313;-1.082.177.667.986;0.11059096857833;-9,
2.011.231;-7.287.183;112.796.096;0.7;35.68;35.62;6.31;0.47;303.08;0;2220;2220;11.99;10.89;1;-108.090.851.650.198;0.111194926660101;0;-245.139.838.991.729;58.327.588.071.187;-803.647.635.416.313;-1.082.177.667.986;0.11059096857833;-9,
2.011.331;-7.287.182;112.796.095;0.57;35.5;35.5;6.22;0.49;301.34;0;2220;2159;11.93;10.89;1;-109.193.819.537.134;0.222389853320203;0;-245.139.829.355.155;583.275.886.283.576;-80.364.752.571.744;-109.322.029.968.555;0.221183087111978;-9,
2.011.431;-7.287.182;112.796.095;0.77;35.5;35.32;6.21;0.52;299.6;0;2159;2220;11.85;10.89;1;-109.193.819.537.134;0.222389853320203;0;-245.139.829.355.155;583.275.886.283.576;-80.364.752.571.744;-109.322.029.968.555;0.221183087111978;-9,
2.011.531;-7.287.181;112.796.094;0.54;35.5;35.85;6.26;0.53;297.88;0;2220;2220;11.97;10.89;1;-110.296.787.408.397;0.333584779881543;0;-245.139.819.718.582;583.275.891.855.282;-803.647.416.018.567;-11.042.629.314.778;0.331775205468065;-9,
2.011.631;-7.287.181;112.796.094;0.7;35.68;35.62;6.33;0.53;296.15;0;2220;2159;11.99;10.95;1;-110.296.787.408.397;0.333584779881543;0;-245.139.819.718.582;583.275.891.855.282;-803.647.416.018.567;-11.042.629.314.778;0.331775205468065;-9,
2.011.731;-728.718;112.796.093;0.66;35.26;35.85;6.39;0.53;294.45;0;2220;2220;11.85;10.86;1;-11.139.975.527.966;0.444779706541644;0;-245.139.810.082.008;583.275.897.426.988;-803.647.306.319.694;-111.530.556.317.549;0.442367323464812;-9,
2.011.831;-728.718;112.796.093;0.59;35.32;35.62;6.41;0.53;292.75;0;2220;2220;11.94;10.83;1;-11.139.975.527.966;0.444779706541644;0;-245.139.810.082.008;583.275.897.426.988;-803.647.306.319.694;-111.530.556.317.549;0.442367323464812;-9,
2.011.931;-728.718;112.796.093;0.65;35.56;36.86;6.37;0.56;291.06;0;2220;2220;11.96;10.9;1;-11.139.975.527.966;0.444779706541644;0;-245.139.810.082.008;583.275.897.426.988;-803.647.306.319.694;-111.530.556.317.549;0.442367323464812;-9,
2.012.031;-7.287.179;112.796.092;0.61;35.5;35.62;6.3;0.57;289.36;0;2220;2220;12;10.86;1;-112.502.723.150.922;0.555974633201746;0;-245.139.800.445.434;583.275.902.998.693;-803.647.196.620.821;-112.634.819.510.835;0.552959441182713;-9,
2.012.131;-7.287.179;112.796.092;0.65;35.62;35.38;6.25;0.57;287.68;0;2220;2220;11.97;10.9;1;-112.502.723.150.922;0.555974633201746;0;-245.139.800.445.434;583.275.902.998.693;-803.647.196.620.821;-112.634.819.510.835;0.552959441182713;-9,
2.012.231;-7.287.178;112.796.092;0.66;35.32;35.62;6.22;0.56;286.01;0;2220;2220;11.97;10.89;1;-112.502.723.150.922;0.667169559861847;0;-245.139.800.988.945;583.275.904.291.901;-803.647.086.921.948;-112.634.819.756.427;0.663551583605316;-9,
2.012.331;-7.287.178;112.796.092;0.65;36.33;35.38;6.24;0.56;284.35;0;2220;2220;11.92;10.86;1;-112.502.723.150.922;0.667169559861847;0;-245.139.800.988.945;583.275.904.291.901;-803.647.086.921.948;-112.634.819.756.427;0.663551583605316;-9,
2.012.431;-7.287.177;112.796.091;0.63;35.44;35.14;6.28;0.57;282.7;0;2279;2220;11.97;10.85;1;-113.605.691.022.185;0.778364486521948;0;-245.139.791.352.371;583.275.909.863.606;-803.646.977.223.074;-113.739.082.937.333;0.774143701185083;-1,
2.012.531;-7.287.177;112.796.091;0.6;35.5;35.62;6.36;0.59;281.06;0;2220;2220;11.83;10.85;1;-113.605.691.022.185;0.778364486521948;0;-245.139.791.352.371;583.275.909.863.606;-803.646.977.223.074;-113.739.082.937.333;0.774143701185083;-1,
2.012.631;-7.287.176;112.796.091;0.62;35.26;35.32;6.41;0.6;279.42;0;2220;2220;11.88;10.83;1;-113.605.691.022.185;0.88955941318205;0;-245.139.791.895.881;583.275.911.156.813;-8.036.468.675.242;-113.739.083.189.955;0.884735843635017;-1,
2.012.731;-7.287.176;11.279.609;0.61;35.56;35.85;6.41;0.59;277.79;0;2220;2220;11.93;10.86;1;-114.708.658.893.448;0.88955941318205;0;-245.139.781.715.796;58.327.591.543.531;-8.036.468.675.242;-114.843.346.137.463;0.884735818393416;-1,
2.012.831;-7.287.175;11.279.609;0.67;35.62;35.5;6.36;0.58;276.16;0;2220;2220;11.97;10.89;1;-114.708.658.893.448;100.075.433.974.339;0;-245.139.782.259.307;583.275.916.728.518;-803.646.757.825.326;-114.843.346.394.379;0.99532796093594;-1,
2.012.931;-7.287.175;11.279.609;0.62;35.32;36.21;6.3;0.58;274.54;0;2220;2159;11.83;10.83;1;-114.708.658.893.448;100.075.433.974.339;0;-245.139.782.259.307;583.275.916.728.518;-803.646.757.825.326;-114.843.346.394.379;0.99532796093594;-1,
2.013.031;-7.287.174;11.279.609;0.73;34.96;35.5;6.24;0.59;272.93;0;2220;2220;11.83;10.89;1;-114.708.658.893.448;111.194.926.640.349;0;-245.139.782.802.817;583.275.918.021.725;-803.646.648.126.452;-114.843.346.649.054;110.592.010.333.693;-1,
2.013.131;-7.287.173;112.796.089;0.64;35.62;35.62;6.2;0.61;271.34;0;2220;2220;11.88;10.83;1;-115.811.626.780.384;122.314.419.306.359;0;-245.139.773.166.243;583.275.923.593.429;-803.646.538.427.577;-115.947.609.858.269;12.165.122.202.927;-1,
2.013.231;-7.287.173;112.796.089;0.58;35.8;35.62;6.2;0.63;269.76;0;2220;2159;11.97;10.85;1;-115.811.626.780.384;122.314.419.306.359;0;-245.139.773.166.243;583.275.923.593.429;-803.646.538.427.577;-115.947.609.858.269;12.165.122.202.927;-1,
2.013.331;-7.287.172;112.796.089;0.68;36.03;34.9;6.23;0.64;268.2;0;2220;2220;11.88;10.85;1;-115.811.626.780.384;133.433.911.972.369;0;-245.139.773.709.753;583.275.924.886.636;-803.646.428.728.702;-115.947.610.111.389;132.710.436.253.585;-1,
2.013.431;-7.287.172;112.796.089;0.63;37.22;35.62;6.27;0.62;266.64;0;2159;2220;11.88;10.83;1;-115.811.626.780.384;133.433.911.972.369;0;-245.139.773.709.753;583.275.924.886.636;-803.646.428.728.702;-115.947.610.111.389;132.710.436.253.585;-1,
2.013.531;-7.287.171;112.796.089;0.71;35.5;35.32;6.3;0.6;265.08;0;2220;2159;11.88;10.89;1;-115.811.626.780.384;14.455.340.463.838;0;-245.139.774.253.263;583.275.926.179.843;-803.646.319.029.827;-115.947.610.369.487;143.769.650.531.717;-1,
2.013.631;-7.287.171;112.796.089;0.55;35.5;35.62;6.32;0.59;263.53;0;2220;2220;11.97;10.85;1;-115.811.626.780.384;14.455.340.463.838;0;-245.139.774.253.263;583.275.926.179.843;-803.646.319.029.827;-115.947.610.369.487;143.769.650.531.717;-1,
2.013.731;-728.717;112.796.089;0.62;35.62;35.62;6.33;0.6;261.97;0;2159;2220;11.94;10.89;1;-115.811.626.780.384;15.567.289.730.439;0;-245.139.774.796.773;58.327.592.747.305;-803.646.209.330.952;-115.947.610.625.345;1.548.288.647.726;-1,
2.013.831;-7.287.169;112.796.088;0.65;36.09;35.32;6.31;0.62;260.42;0;2220;2159;11.92;10.89;1;-116.914.594.651.647;1.667.923.899.704;0;-245.139.765.160.198;583.275.933.044.753;-803.646.099.632.076;-117.051.873.848.621;165.888.076.462.096;-1,
2.013.931;-7.287.169;112.796.088;0.58;35.32;35.62;6.25;0.63;258.87;0;2220;2220;11.89;10.91;1;-116.914.594.651.647;1.667.923.899.704;0;-245.139.765.160.198;583.275.933.044.753;-803.646.099.632.076;-117.051.873.848.621;165.888.076.462.096;-1,
2.014.031;-7.287.168;112.796.088;0.64;35.8;35.62;6.2;0.63;257.33;0;2159;2220;12;10.89;1;-116.914.594.651.647;177.911.882.626.534;0;-245.139.765.703.708;583.275.934.337.959;-8.036.459.899.332;-117.051.874.110.825;176.947.290.695.797;-1,
2.014.131;-7.287.168;112.796.088;0.56;35.26;35.26;6.17;0.63;255.81;0;2220;2159;11.81;10.89;1;-116.914.594.651.647;177.911.882.626.534;0;-245.139.765.703.708;583.275.934.337.959;-8.036.459.899.332;-117.051.874.110.825;176.947.290.695.797;-1,
2.014.231;-7.287.167;112.796.088;0.67;35.8;35.5;6.19;0.63;254.28;0;2220;2220;11.98;10.89;1;-116.914.594.651.647;189.031.375.292.544;0;-245.139.766.247.218;583.275.935.631.165;-803.645.880.234.324;-117.051.874.366.497;188.006.504.940.728;-1,
2.014.331;-7.287.166;112.796.088;0.59;35.62;35.85;6.22;0.64;252.77;0;2159;2220;11.96;10.9;1;-116.914.594.651.647;200.150.867.958.554;0;-245.139.766.790.728;583.275.936.924.372;-803.645.770.535.448;-117.051.874.626.462;199.065.719.194.918;-1,
2.014.431;-7.287.166;112.796.088;0.63;35.32;35.5;6.25;0.65;251.26;0;2220;2159;11.86;10.86;1;-116.914.594.651.647;200.150.867.958.554;0;-245.139.766.790.728;583.275.936.924.372;-803.645.770.535.448;-117.051.874.626.462;199.065.719.194.918;-1,
2.014.531;-7.287.165;112.796.088;0.66;35.68;35.91;6.25;0.66;249.74;0;2220;2220;12;10.83;1;-116.914.594.651.647;211.270.360.624.564;0;-245.139.767.334.238;583.275.938.217.578;-803.645.660.836.571;-117.051.874.884.187;210.124.933.446.503;-1,
2.014.631;-7.287.165;112.796.088;0.6;35.68;35.62;6.21;0.66;248.22;0;2159;2220;11.92;10.89;1;-116.914.594.651.647;211.270.360.624.564;0;-245.139.767.334.238;583.275.938.217.578;-803.645.660.836.571;-117.051.874.884.187;210.124.933.446.503;-1,
2.014.731;-7.287.164;112.796.088;0.61;36.33;36.86;6.17;0.65;246.7;0;2220;2159;11.87;10.86;1;-116.914.594.651.647;222.389.853.290.574;0;-245.139.767.877.748;583.275.939.510.783;-803.645.551.137.695;-117.051.875.143.281;221.184.147.683.276;-1,
2.014.831;-7.287.163;112.796.089;0.58;35.68;35.38;6.19;0.64;245.19;0;2220;2220;11.94;10.85;1;-115.811.626.780.384;233.509.345.956.585;0;-245.139.778.601.343;583.275.936.525.493;-803.645.441.438.818;-115.947.612.427.056;232.243.364.532.121;-1,
2.014.931;-7.287.163;112.796.089;0.61;35.8;35.44;6.24;0.64;243.67;0;2159;2220;12;10.89;1;-115.811.626.780.384;233.509.345.956.585;0;-245.139.778.601.343;583.275.936.525.493;-803.645.441.438.818;-115.947.612.427.056;232.243.364.532.121;-1,
2.015.031;-7.287.162;112.796.089;0.54;35.8;37.1;6.24;0.65;242.15;0;2220;2159;11.99;10.89;1;-115.811.626.780.384;244.628.838.612.719;0;-245.139.779.144.853;583.275.937.818.698;-80.364.533.173.994;-115.947.612.683.911;243.302.578.766.289;-1,
2.015.131;-7.287.162;112.796.089;0.66;35.8;35.62;6.2;0.66;240.63;0;2220;2220;11.94;10.9;1;-115.811.626.780.384;244.628.838.612.719;0;-245.139.779.144.853;583.275.937.818.698;-80.364.533.173.994;-115.947.612.683.911;243.302.578.766.289;-1,
2.015.231;-7.287.161;112.796.089;0.51;35.68;35.44;6.15;0.67;239.11;0;2159;2220;11.81;10.86;1;-115.811.626.780.384;255.748.331.278.729;0;-245.139.779.688.362;583.275.939.111.903;-803.645.222.041.063;-115.947.612.942.818;25.436.179.300.711;-1,
2.015.331;-7.287.161;112.796.089;0.66;35.62;35.44;6.11;0.68;237.59;0;2220;2159;11.89;10.89;1;-115.811.626.780.384;255.748.331.278.729;0;-245.139.779.688.362;583.275.939.111.903;-803.645.222.041.063;-115.947.612.942.818;25.436.179.300.711;-1,
2.015.431;-728.716;112.796.089;0.54;35.8;35.62;6.1;0.68;236.07;0;2220;2220;11.83;10.89;1;-115.811.626.780.384;266.867.823.944.739;0;-245.139.780.231.872;583.275.940.405.109;-803.645.112.342.185;-115.947.613.198.802;26.542.100.723.541;-1,
2.015.531;-728.716;11.279.609;0.65;35.32;35.44;6.14;0.68;234.55;0;2159;2220;11.97;10.9;1;-114.708.658.893.448;266.867.823.944.739;0;-245.139.790.411.957;583.275.936.126.612;-803.645.112.342.185;-114.843.350.211.973;265.421.009.793.346;-1,
2.015.631;-7.287.159;11.279.609;0.55;35.8;35.62;6.18;0.67;233.04;0;2220;2159;11.99;10.89;1;-114.708.658.893.448;277.987.316.610.749;0;-245.139.790.955.467;583.275.937.419.817;-803.645.002.643.307;-114.843.350.468.642;276.480.224.066.203;-1,
2.015.731;-7.287.158;11.279.609;0.65;35.68;35.62;6.21;0.65;231.52;0;2220;2220;11.94;10.85;1;-114.708.658.893.448;289.106.809.276.759;0;-245.139.791.498.976;583.275.938.713.022;-803.644.892.944.429;-114.843.350.722.386;287.539.438.303.445;-1,
2.015.831;-7.287.158;11.279.609;0.58;35.62;35.5;6.22;0.64;229.99;0;2159;2220;11.97;10.85;1;-114.708.658.893.448;289.106.809.276.759;0;-245.139.791.498.976;583.275.938.713.022;-803.644.892.944.429;-114.843.350.722.386;287.539.438.303.445;-1,
2.015.931;-7.287.158;112.796.091;0.57;34.84;35.32;6.19;0.64;228.46;0;2220;2159;11.93;10.85;1;-113.605.691.022.185;289.106.809.276.759;0;-245.139.801.679.062;583.275.934.434.525;-803.644.892.944.429;-113.739.087.729.024;287.539.440.826.421;-1,
2.016.031;-7.287.157;112.796.091;0.57;35.8;35.85;6.14;0.65;226.92;0;2220;2220;11.92;10.85;1;-113.605.691.022.185;300.226.301.942.769;0;-245.139.802.222.571;58.327.593.572.773;-80.364.478.324.555;-113.739.087.979.845;298.598.655.074.235;-1,
2.016.131;-7.287.157;112.796.091;0.62;35.8;36.21;6.1;0.66;225.37;0;2159;2220;11.87;10.89;1;-113.605.691.022.185;300.226.301.942.769;0;-245.139.802.222.571;58.327.593.572.773;-80.364.478.324.555;-113.739.087.979.845;298.598.655.074.235;-1,
2.016.231;-7.287.156;112.796.092;0.55;35.68;35.91;6.05;0.67;223.83;0;2220;2159;11.98;10.91;1;-112.502.723.150.922;311.345.794.598.903;0;-245.139.812.946.166;583.275.932.742.437;-803.644.673.546.672;-112.634.825.251.551;309.657.871.811.802;-1,
2.016.331;-7.287.156;112.796.092;0.61;36.09;35.62;6.04;0.67;222.28;0;2220;2220;11.94;10.89;1;-112.502.723.150.922;311.345.794.598.903;0;-245.139.812.946.166;583.275.932.742.437;-803.644.673.546.672;-112.634.825.251.551;309.657.871.811.802;-1,
2.016.431;-7.287.155;112.796.092;0.55;35.68;35.62;6.08;0.67;220.73;0;2159;2220;11.97;10.89;1;-112.502.723.150.922;322.465.287.264.913;0;-245.139.813.489.675;583.275.934.035.641;-803.644.563.847.793;-1.126.348.255.015;320.717.086.076.842;-1,
2.016.531;-7.287.155;112.796.092;0.65;35.5;35.62;6.15;0.66;219.17;0;2220;2220;11.88;10.85;1;-112.502.723.150.922;322.465.287.264.913;0;-245.139.813.489.675;583.275.934.035.641;-803.644.563.847.793;-1.126.348.255.015;320.717.086.076.842;-1,
2.016.631;-7.287.154;112.796.093;0.58;36.09;35.14;6.19;0.65;217.6;0;2220;2220;11.92;10.85;1;-11.139.975.527.966;333.584.779.930.924;0;-245.139.824.213.269;583.275.931.050.348;-803.644.454.148.913;-111.530.562.744.339;331.776.302.796.571;-1,
2.016.731;-7.287.154;112.796.093;0.63;35.56;37.4;6.18;0.65;216.01;0;2159;2220;11.89;10.83;1;-11.139.975.527.966;333.584.779.930.924;0;-245.139.824.213.269;583.275.931.050.348;-803.644.454.148.913;-111.530.562.744.339;331.776.302.796.571;-1,
2.016.831;-7.287.153;112.796.093;0.6;36.09;35.44;6.13;0.65;214.41;0;2220;2220;11.94;10.85;1;-11.139.975.527.966;344.704.272.596.934;0;-245.139.824.756.779;583.275.932.343.552;-803.644.344.450.034;-111.530.562.995.657;342.835.517.035.254;-1,
2.016.931;-7.287.153;112.796.094;0.57;36.51;35.5;6.08;0.66;212.81;0;2220;2220;11.97;10.9;1;-110.296.787.408.397;344.704.272.596.934;0;-245.139.834.936.864;583.275.928.065.055;-803.644.344.450.034;-110.426.300.005.719;342.835.519.492.335;-1,
2.017.031;-7.287.152;112.796.094;0.61;35.62;35.5;6.05;0.67;211.19;0;2159;2220;11.94;10.83;1;-110.296.787.408.397;355.823.765.262.944;0;-245.139.835.480.373;583.275.929.358.259;-803.644.234.751.154;-110.426.300.246.896;353.894.733.731.358;-1,
2.017.131;-7.287.152;112.796.094;0.53;35.32;35.44;6.05;0.66;209.56;0;2220;2220;11.97;10.89;1;-110.296.787.408.397;355.823.765.262.944;0;-245.139.835.480.373;583.275.929.358.259;-803.644.234.751.154;-110.426.300.246.896;353.894.733.731.358;-1,
2.017.231;-7.287.152;112.796.095;0.57;35.56;35.5;6.07;0.66;207.92;0;2220;2220;11.89;10.86;1;-109.193.819.537.134;355.823.765.262.944;0;-245.139.845.660.458;583.275.925.079.761;-803.644.234.751.154;-109.322.037.245.447;353.894.736.168.947;-1,
2.017.431;-7.287.151;112.796.096;0.55;35.8;35.62;6.15;0.66;204.62;0;2220;2220;11.94;10.89;1;-108.090.851.650.198;366.943.257.928.954;0;-245.139.856.384.053;583.275.922.094.467;-803.644.125.052.275;-108.217.774.478.643;364.953.952.799.051;-1,
2.017.531;-7.287.151;112.796.096;0.6;35.68;35.91;6.16;0.66;202.96;0;2220;2159;11.94;10.89;1;-108.090.851.650.198;366.943.257.928.954;0;-245.139.856.384.053;583.275.922.094.467;-803.644.125.052.275;-108.217.774.478.643;364.953.952.799.051;-1,
2.017.631;-728.715;112.796.097;0.56;35.5;35.44;6.12;0.66;201.29;0;2159;2220;11.94;10.85;1;-106.987.883.778.935;378.062.750.594.964;0;-245.139.867.107.647;583.275.919.109.173;-803.644.015.353.394;-107.113.511.706.676;376.013.169.448.671;-1,
2.017.731;-728.715;112.796.097;0.58;35.62;35.62;6.04;0.66;199.6;0;2220;2220;11.94;10.82;1;-106.987.883.778.935;378.062.750.594.964;0;-245.139.867.107.647;583.275.919.109.173;-803.644.015.353.394;-107.113.511.706.676;376.013.169.448.671;-1,
2.017.831;-728.715;112.796.097;0.6;35.62;35.62;5.99;0.66;197.91;0;2220;2159;11.85;10.85;1;-106.987.883.778.935;378.062.750.594.964;0;-245.139.867.107.647;583.275.919.109.173;-803.644.015.353.394;-107.113.511.706.676;376.013.169.448.671;-1,
2.017.931;-7.287.149;112.796.098;0.56;37.28;36.69;5.97;0.65;196.22;0;2159;2220;11.8;10.89;1;-105.884.915.907.672;389.182.243.251.098;0;-245.139.877.831.241;583.275.916.123.878;-803.643.905.654.514;-106.009.248.941.054;387.072.386.033.369;-9,
2.018.031;-7.287.149;112.796.098;0.59;35.26;35.32;5.97;0.66;194.52;0;2220;2220;11.86;10.89;1;-105.884.915.907.672;389.182.243.251.098;0;-245.139.877.831.241;583.275.916.123.878;-803.643.905.654.514;-106.009.248.941.054;387.072.386.033.369;-9,
2.018.131;-7.287.149;112.796.099;0.58;35.32;35.44;6.02;0.67;192.81;0;2220;2159;11.93;10.86;1;-10.478.194.803.641;389.182.243.251.098;0;-245.139.888.011.326;58.327.591.184.538;-803.643.905.654.514;-104.904.985.927.909;387.072.388.374.681;-9,
2.018.231;-7.287.149;112.796.099;0.5;35.5;35.44;6.09;0.67;191.09;0;2159;2220;11.89;10.85;1;-10.478.194.803.641;389.182.243.251.098;0;-245.139.888.011.326;58.327.591.184.538;-803.643.905.654.514;-104.904.985.927.909;387.072.388.374.681;-9,
2.018.331;-7.287.148;1.127.961;0.6;36.03;35.85;6.14;0.67;189.37;0;2220;2220;12.03;10.81;1;-103.678.980.165.147;400.301.735.917.108;0;-24.513.989.873.492;583.275.908.860.085;-803.643.795.955.633;-103.800.723.157.809;398.131.604.919.526;-9,
2.018.431;-7.287.148;1.127.961;0.54;35.68;35.32;6.14;0.66;187.65;0;2220;2159;11.93;10.89;1;-103.678.980.165.147;400.301.735.917.108;0;-24.513.989.873.492;583.275.908.860.085;-803.643.795.955.633;-103.800.723.157.809;398.131.604.919.526;-9,
2.018.531;-7.287.148;112.796.101;0.64;35.5;35.5;6.11;0.65;185.91;0;2159;2220;11.83;10.85;1;-102.576.012.293.885;400.301.735.917.108;0;-245.139.908.915.005;583.275.904.581.586;-803.643.795.955.633;-102.696.460.143.109;39.813.160.721.041;-9,
2.018.631;-7.287.148;112.796.101;0.57;35.68;35.32;6.06;0.64;184.17;0;2220;2220;11.89;10.89;1;-102.576.012.293.885;400.301.735.917.108;0;-245.139.908.915.005;583.275.904.581.586;-803.643.795.955.633;-102.696.460.143.109;39.813.160.721.041;-9,
2.018.731;-7.287.148;112.796.102;0.51;35.68;35.62;5.98;0.64;182.43;0;2220;2159;11.98;10.89;1;-101.473.044.406.948;400.301.735.917.108;0;-24.513.991.909.509;583.275.900.303.087;-803.643.795.955.633;-10.159.219.711.329;398.131.609.470.912;-9,
2.018.831;-7.287.147;112.796.102;0.61;35.5;35.44;5.95;0.64;180.68;0;2159;2220;11.88;10.83;1;-101.473.044.406.948;411.421.228.583.118;0;-245.139.919.638.599;58.327.590.159.629;-803.643.686.256.753;-101.592.197.335.555;409.190.823.695.804;-9,
2.018.931;-7.287.147;112.796.103;0.53;35.56;35.62;5.99;0.65;178.91;0;2220;2159;11.88;10.9;1;-100.370.076.535.685;411.421.228.583.118;0;-245.139.929.818.684;583.275.897.317.791;-803.643.686.256.753;-100.487.934.331.494;409.190.825.942.575;-9,
2.019.231;-7.287.147;112.796.104;0.63;35.68;35.26;6.15;0.66;173.58;0;2220;2159;11.89;10.89;1;-992.671.086.644.225;411.421.228.583.118;0;-245.139.939.998.768;583.275.893.039.292;-803.643.686.256.753;-993.836.713.294.861;409.190.828.149.808;-9,
2.019.331;-7.287.147;112.796.105;0.55;35.56;36.21;6.09;0.65;171.8;0;2220;2159;11.88;10.89;1;-981.641.407.931.599;411.421.228.583.118;0;-245.139.950.178.853;583.275.888.760.793;-803.643.686.256.753;-982.794.083.073.829;409.190.830.342.127;-8,
2.019.431;-7.287.147;112.796.105;0.5;35.5;35.5;6;0.64;170.02;0;2159;2220;12;10.89;1;-981.641.407.931.599;411.421.228.583.118;0;-245.139.950.178.853;583.275.888.760.793;-803.643.686.256.753;-982.794.083.073.829;409.190.830.342.127;-8,
2.019.531;-7.287.147;112.796.106;0.56;35.62;35.5;5.92;0.64;168.24;0;2220;2159;11.94;10.89;1;-970.611.729.218.973;411.421.228.583.118;0;-245.139.960.358.938;583.275.884.482.294;-803.643.686.256.753;-971.751.453.038.201;409.190.832.498.933;-8,
2.019.631;-7.287.147;112.796.106;0.59;35.62;35.62;5.87;0.64;166.45;0;2220;2159;11.93;10.89;1;-970.611.729.218.973;411.421.228.583.118;0;-245.139.960.358.938;583.275.884.482.294;-803.643.686.256.753;-971.751.453.038.201;409.190.832.498.933;-8,
2.019.731;-7.287.147;112.796.107;0.5;35.26;34.9;5.9;0.65;164.66;0;2159;2220;11.88;10.83;1;-959.582.050.349.605;411.421.228.583.118;0;-245.139.970.539.023;583.275.880.203.794;-803.643.686.256.753;-960.708.822.679.675;409.190.834.634.511;-8,
2.019.831;-7.287.147;112.796.107;0.53;35.5;35.32;5.97;0.65;162.86;0;2220;2159;11.89;10.88;1;-959.582.050.349.605;411.421.228.583.118;0;-245.139.970.539.023;583.275.880.203.794;-803.643.686.256.753;-960.708.822.679.675;409.190.834.634.511;-8,
2.019.931;-7.287.147;112.796.108;0.57;35.5;35.91;6.06;0.66;161.06;0;2220;2220;11.87;10.85;1;-948.552.371.636.979;411.421.228.583.118;0;-245.139.980.719.107;583.275.875.925.294;-803.643.686.256.753;-949.666.192.535.793;409.190.836.758.647;-8,
2.020.031;-7.287.147;112.796.108;0.52;35.68;35.62;6.12;0.66;159.26;0;2159;2220;11.99;10.89;1;-948.552.371.636.979;411.421.228.583.118;0;-245.139.980.719.107;583.275.875.925.294;-803.643.686.256.753;-949.666.192.535.793;409.190.836.758.647;-8,
2.020.131;-7.287.147;112.796.109;0.52;35.26;35.5;6.13;0.66;157.46;0;2220;2159;11.89;10.89;1;-937.522.692.924.353;411.421.228.583.118;0;-245.139.990.899.191;583.275.871.646.795;-803.643.686.256.753;-938.623.562.455.373;409.190.838.840.957;-8,
2.020.231;-7.287.147;112.796.109;0.58;35.62;35.62;6.03;0.64;155.66;0;2220;2220;11.86;10.95;1;-937.522.692.924.353;411.421.228.583.118;0;-245.139.990.899.191;583.275.871.646.795;-803.643.686.256.753;-938.623.562.455.373;409.190.838.840.957;-8,
2.020.331;-7.287.147;11.279.611;0.56;35.32;35.32;5.92;0.63;153.87;0;2159;2220;11.97;10.89;1;-926.493.014.211.726;411.421.228.583.118;0;-245.140.001.079.276;583.275.867.368.295;-803.643.686.256.753;-927.580.932.295.939;409.190.840.914.665;-8,
2.020.431;-7.287.147;11.279.611;0.55;35.2;35.5;5.82;0.64;152.08;0;2220;2220;12.01;10.9;1;-926.493.014.211.726;411.421.228.583.118;0;-245.140.001.079.276;583.275.867.368.295;-803.643.686.256.753;-927.580.932.295.939;409.190.840.914.665;-8,
2.020.531;-7.287.147;112.796.111;0.6;35.26;35.44;5.82;0.65;150.28;0;2220;2220;11.78;10.85;1;-9.154.633.354.991;411.421.228.583.118;0;-24.514.001.125.936;583.275.863.089.794;-803.643.686.256.753;-916.538.302.236.052;409.190.842.957.438;-7,
2.020.631;-7.287.148;112.796.111;0.54;35.5;36.21;5.88;0.67;148.47;0;2159;2220;11.81;10.85;1;-9.154.633.354.991;400.301.735.917.108;0;-245.140.010.715.851;583.275.861.796.592;-803.643.795.955.633;-916.538.300.185.124;398.131.628.723.392;-7,
2.020.731;-7.287.148;112.796.112;0.51;35.5;35.62;5.94;0.65;146.68;0;2220;2220;11.97;10.89;1;-904.433.656.786.474;400.301.735.917.108;0;-245.140.020.895.935;583.275.857.518.091;-803.643.795.955.633;-905.495.670.053.068;398.131.630.744.384;-7,
2.020.831;-7.287.148;112.796.113;0.66;35.56;35.32;6.05;0.64;144.88;0;2220;2220;12.04;10.89;1;-893.403.977.917.106;400.301.735.917.108;0;-245.140.031.076.019;583.275.853.239.591;-803.643.795.955.633;-894.453.039.855.687;398.131.632.730.417;-7,
2.020.931;-7.287.148;112.796.113;0.58;35.32;35.5;6.1;0.64;143.09;0;2159;2220;11.8;10.85;1;-893.403.977.917.106;400.301.735.917.108;0;-245.140.031.076.019;583.275.853.239.591;-803.643.795.955.633;-894.453.039.855.687;398.131.632.730.417;-7,
