u,v,r,x_ENU,y_ENU,psi,delta,n_P,n_S,rpm
-0.424359734479772,-0.122565375676055,-0.31939525311526,0.772984045159286,-0.110592148490471,-0.281172542496287,0.616450291804397,35.9833333333333,37,2189.5
-0.630379538452905,-0.203971594475352,-0.317649923863255,0.662557754128945,-0.110592146873452,-0.312937534882583,0.616973890579996,37,35.9833333333333,2189.5
-0.415748353717822,-0.149186994715376,-0.315904594610541,0.662557754128945,-0.110592146873452,-0.344527994343681,0.638790506229925,37,37,2220
-0.616158245401396,-0.243581182609561,-0.319395253115251,0.552131462532425,-0.110592145542898,-0.376467519655177,0.615926693028799,35.9833333333333,37,2189.5
-0.608111365052913,-0.263027278142228,-0.317649923862533,0.552131462532425,-0.110592145542898,-0.408232512041473,0.614355896702004,37,35.9833333333333,2189.5
-0.599303093763832,-0.282521827759418,-0.322885911619251,0.44170516872102,-0.110592144458558,-0.440521103203369,0.623169809424575,37,37,2220
-0.590027971041249,-0.30141296341337,-0.317649923863255,0.331278875631302,-0.110592143592027,-0.472286095589665,0.627358599629362,35.9833333333333,37,2189.5
-0.686962362735125,-0.126443595870664,-0.319395253114524,0.331278875631302,-0.110592143592027,-0.504225620901162,0.620639082009184,37,35.9833333333333,2189.5
-0.682548235340177,-0.148435757901978,-0.321140582367255,0.220852584121847,-0.110592142897534,-0.536339679137858,0.629889327044754,37,37,2220
-0.491328087736697,-0.0512118624224402,-0.317649923862533,0.220852584356599,-4.20689909991223e-10,-0.568104671524154,0.62168627956038,35.9833333333333,37,2189.5
-0.671142680233276,-0.193578835169185,-0.349065850399179,0.11042629142239,-5.84312719736912e-11,-0.603011256564041,0.622122611873379,37,35.9833333333333,2189.5
-0.486839267492507,-0.0837464719475871,-0.315904594611268,0.11042629142239,-5.84312719736912e-11,-0.634601716025139,0.619591884457987,37,37,2220
-0.260409285502332,-0.204774750794437,-0.317649923862533,0,0,-0.666366708411435,0.616973890579995,35.9833333333333,37,2189.5
-0.141027031205818,-0.118251865926823,-0.314159265359263,0,0,-0.697782634947333,0.626311402078165,37,35.9833333333333,2189.5
